Wavenumber,Intensities
282.29,143.25297931520527
283.8648680351906,115.20226587923804
285.43973607038123,94.55349563803684
287.0146041055719,82.94514056569292
288.5894721407625,78.23899080968707
290.1643401759531,54.406087686353466
291.7392082111437,45.75050630752264
293.3140762463343,45.08290782975976
294.88894428152497,44.86267271354559
296.4638123167156,37.9879261881009
298.0386803519062,35.948568173338494
299.6135483870968,35.44552303844495
301.1884164222874,29.07545761998378
302.76328445747805,8.405621608215696
304.33815249266866,24.690908383065302
305.91302052785926,36.534551352192146
307.48788856304986,30.483324814333866
309.06275659824047,27.916329837435825
310.63762463343113,29.43126140813155
312.21249266862173,38.04229788913109
313.78736070381234,51.85563450677837
315.36222873900294,62.964537141235425
316.93709677419355,70.23572628376164
318.5119648093842,86.75322341115674
320.0868328445748,108.49079552069537
321.6617008797654,117.8346380840672
323.236568914956,124.14771208230194
324.81143695014663,147.89093662791157
326.3863049853373,190.1961456117401
327.9611730205279,219.63696950652593
329.5360410557185,240.51682698665658
331.1109090909091,263.8681398702819
332.6857771260997,300.39439540098374
334.26064516129037,340.85539895858426
335.835513196481,399.35708640518806
337.4103812316716,464.0307843117758
338.9852492668622,517.8442079384861
340.5601173020528,574.4316017538151
342.13498533724345,665.1918430817589
343.70985337243405,753.0917702112563
345.28472140762466,822.0637020539453
346.85958944281526,908.7127377073816
348.43445747800587,957.6076809615939
350.0093255131965,1037.184936857551
351.58419354838713,1117.4838208642543
353.15906158357774,1118.8457434459451
354.73392961876834,1105.1897289720603
356.30879765395895,1095.5095313694078
357.88366568914955,1070.8809785519609
359.4585337243402,1016.8994712500529
361.0334017595308,936.0584600123818
362.6082697947214,888.1683832022087
364.183137829912,846.8362222615137
365.75800586510263,803.796211226206
367.3328739002933,770.6390859664414
368.9077419354839,734.2561303582423
370.4826099706745,707.0022704078824
372.0574780058651,683.8541472373566
373.6323460410557,664.4048145549392
375.2072140762464,696.9830499890189
376.782082111437,715.0814351413521
378.3569501466276,707.5249198321603
379.9318181818182,712.2175879020408
381.5066862170088,734.3472867566373
383.08155425219945,746.5813904619562
384.65642228739006,753.4638878534583
386.23129032258066,781.5020678536387
387.80615835777127,820.7079770460159
389.38102639296187,848.7755520935037
390.95589442815253,865.1155965691023
392.53076246334314,885.9665958662841
394.10563049853374,905.9125484406986
395.68049853372435,951.1794346618266
397.25536656891495,997.2438076428283
398.8302346041056,1003.9867331684354
400.4051026392962,1044.0786319408564
401.9799706744868,1084.0669699181817
403.5548387096774,1119.765044523135
405.12970674486803,1145.339028973321
406.7045747800587,1141.0793674768488
408.2794428152493,1172.8639977597472
409.8543108504399,1208.303979371593
411.42917888563056,1239.5695377849768
