Wavenumber,Intensities
282.29,1573.9495
283.8648680351906,1569.0159
285.43973607038123,1518.7592
287.0146041055719,1439.0193
288.5894721407625,1358.6741
290.1643401759531,1310.5448
291.7392082111437,1268.0526
293.3140762463343,1191.3358
294.88894428152497,1067.1525
296.4638123167156,963.1617
298.0386803519062,915.7643
299.6135483870968,911.2736
301.1884164222874,902.2073
302.76328445747805,843.93646
304.33815249266866,761.1983
305.91302052785926,709.24744
307.48788856304986,711.7782
309.06275659824047,761.466
310.63762463343113,831.2419
312.21249266862173,874.36633
313.78736070381234,852.4773
315.36222873900294,831.8631
316.93709677419355,807.60846
318.5119648093842,809.1044
320.0868328445748,832.66876
321.6617008797654,854.11926
323.236568914956,852.279
324.81143695014663,814.5986
326.3863049853373,812.5342
327.9611730205279,814.2836
329.5360410557185,821.70996
331.1109090909091,858.93835
332.6857771260997,902.33984
334.26064516129037,925.3988
335.835513196481,913.22986
337.4103812316716,915.4797
338.9852492668622,907.74115
340.5601173020528,921.7052
342.13498533724345,929.86096
343.70985337243405,936.63776
345.28472140762466,925.82263
346.85958944281526,880.8939
348.43445747800587,837.6956
350.0093255131965,819.13684
351.58419354838713,819.93854
353.15906158357774,837.3819
354.73392961876834,842.6143
356.30879765395895,839.09564
357.88366568914955,813.5804
359.4585337243402,788.0587
361.0334017595308,810.3517
362.6082697947214,857.89703
364.183137829912,895.01056
365.75800586510263,924.2887
367.3328739002933,937.6088
368.9077419354839,947.0188
370.4826099706745,949.6016
372.0574780058651,989.9186
373.6323460410557,1044.8042
375.2072140762464,1111.0491
376.782082111437,1179.3986
378.3569501466276,1263.3925
379.9318181818182,1381.8489
381.5066862170088,1483.9463
383.08155425219945,1544.0526
384.65642228739006,1559.881
386.23129032258066,1600.1117
387.80615835777127,1674.5774
389.3810263929618,1737.8392
390.95589442815253,1748.8021
392.53076246334314,1767.8851
394.10563049853374,1798.3484
395.68049853372435,1861.3649
397.25536656891495,1968.0621
398.8302346041056,2138.302
400.4051026392962,2309.238
401.9799706744868,2413.0796
403.5548387096774,2450.0745
405.129706744868,2427.7102
406.7045747800587,2382.1814
408.2794428152493,2339.7258
409.8543108504399,2243.7239
411.42917888563056,2151.0144
413.0040469208211,2085.4624
414.5789149560118,2050.2878
416.1537829912024,2016.998
417.728651026393,1974.8623
419.3035190615837,1884.3026
420.8783870967742,1803.4185
422.45325513196485,1762.3475
